id,filename,expansion,cardname,txt
1664,VO_GVG_095_Play_01,고블린 대 노움,고블린 공병,뭘 터뜨리면 되죠
1665,VO_GVG_097_Attack_02,고블린 대 노움,꼬마 퇴마사,물렀거라 악마야
1666,VO_GVG_097_Death_03,고블린 대 노움,꼬마 퇴마사,죽음
1667,VO_GVG_097_Play_01,고블린 대 노움,꼬마 퇴마사,빛이 너를 인도하리라
1668,VO_GVG_098_Attack_02,고블린 대 노움,놈리건 보병,노움 만세
1669,VO_GVG_098_Death_03,고블린 대 노움,놈리건 보병,죽음
1670,VO_GVG_098_Play_01,고블린 대 노움,놈리건 보병,놈리건을 위하여
1671,VO_GVG_099_Attack_02,고블린 대 노움,폭탄 투척수,폭탄이다
1672,VO_GVG_099_Death_03,고블린 대 노움,폭탄 투척수,죽음
1673,VO_GVG_099_Play_01,고블린 대 노움,폭탄 투척수,택배 왔어요
1674,VO_GVG_100_Attack_02,고블린 대 노움,떠 다니는 감시자,웃음
1675,VO_GVG_100_Death_04,고블린 대 노움,떠 다니는 감시자,죽음
1676,VO_GVG_100_Play_01,고블린 대 노움,떠 다니는 감시자,나는 모든걸 본다
1677,VO_GVG_100_Trigger_03,고블린 대 노움,떠 다니는 감시자,좋아
1678,VO_GVG_101_Attack_02,고블린 대 노움,붉은십자군 정화자,불타라
1679,VO_GVG_101_Death_03,고블린 대 노움,붉은십자군 정화자,죽음
1680,VO_GVG_101_Play_01,고블린 대 노움,붉은십자군 정화자,스트라솔름이여 정화되어라
1681,VO_GVG_102_Attack_02,고블린 대 노움,땜장이 마을 기술자,땜장이 마을 만세
1682,VO_GVG_102_Death_03,고블린 대 노움,땜장이 마을 기술자,죽음
1683,VO_GVG_102_Play_01,고블린 대 노움,땜장이 마을 기술자,땜질할게 있다고
1684,VO_GVG_103_Attack_02,고블린 대 노움,초소형 기계,자 간다
1685,VO_GVG_103_Death_03,고블린 대 노움,초소형 기계,죽음
1686,VO_GVG_103_Play_01,고블린 대 노움,초소형 기계,날 얕봤다간 큰코 다칠걸
1687,VO_GVG_104_Attack_02,고블린 대 노움,밥통고블린,고블린과 노움
1688,VO_GVG_104_Death_03,고블린 대 노움,밥통고블린,죽음
1689,VO_GVG_104_Play_01,고블린 대 노움,밥통고블린,고블린과 노움
1690,VO_GVG_106_Attack_02,고블린 대 노움,고철로봇,고철 퍼먹어
1691,VO_GVG_106_Death_03,고블린 대 노움,고철로봇,나도 고철이당
1692,VO_GVG_106_Play_01,고블린 대 노움,고철로봇,나 고철있다
1693,VO_GVG_107_Attack_02,고블린 대 노움,강화로봇,주먹질 프로그램 가동
1694,VO_GVG_107_Death_03,고블린 대 노움,강화로봇,안돼
1695,VO_GVG_107_Play_01,고블린 대 노움,강화로봇,강화 프로세스 개시
1696,VO_GVG_108_Attack_02,고블린 대 노움,유전자 재결합사,유전자 재결합을 시작합니다
1697,VO_GVG_108_Death_03,고블린 대 노움,유전자 재결합사,죽음
1698,VO_GVG_108_Play_01,고블린 대 노움,유전자 재결합사,조금 간지러울 수도 있습니다
1699,VO_GVG_109_Attack_02,고블린 대 노움,작은 마법사,뾰로롱 콰광
1700,VO_GVG_109_Death_03,고블린 대 노움,작은 마법사,죽음
1701,VO_GVG_109_Play_01,고블린 대 노움,작은 마법사,어둠 속에서 죽음이
1702,VO_GVG_111_Attack_02,고블린 대 노움,미미론의 머리,숨어라
1703,VO_GVG_111_Death_03,고블린 대 노움,미미론의 머리,시험 실패라니
1704,VO_GVG_111_Play_01,고블린 대 노움,미미론의 머리,위대한 공중 지휘기를 보아라
1705,VO_GVG_111_Trigger_04,고블린 대 노움,미미론의 머리,1단계 시험가동 완료
1706,VO_GVG_111t_Attack_06,고블린 대 노움,V-07-TR-0N,초강력 추진기 가동 개시
1707,VO_GVG_111t_Death_07,고블린 대 노움,V-07-TR-0N,내 발명품이
1708,VO_GVG_111t_Play_05,고블린 대 노움,V-07-TR-0N,영광에 취해라 소개하마 V-07-TR-0N
1709,VO_GVG_112_Attack_02,고블린 대 노움,모고르,모고르 돌격
1710,VO_GVG_112_Death_04,고블린 대 노움,모고르,이런
1711,VO_GVG_112_Play_01,고블린 대 노움,모고르,널 파괴 박살 아니 죽일거야
1712,VO_GVG_112_Trigger_03,고블린 대 노움,모고르,어 미안
1713,VO_GVG_113_Attack_02,고블린 대 노움,전투 절단기 4000,증속 엔진 활성화
1714,VO_GVG_113_Death_03,고블린 대 노움,전투 절단기 4000,죽음
1715,VO_GVG_113_Play_01,고블린 대 노움,전투 절단기 4000,안전 제한 작동 정지 수확 서보 가동
1716,VO_GVG_115_Attack_02,고블린 대 노움,토쉴리,발사
1717,VO_GVG_115_Death_03,고블린 대 노움,토쉴리,죽음
1718,VO_GVG_115_Play_01,고블린 대 노움,토쉴리,작은 고추가 얼마나 매운지 알아
1719,VO_GVG_116_Attack_02,고블린 대 노움,기계박사 텔마플러그,폭탄 폭탄이 필요해
1720,VO_GVG_116_Death_03,고블린 대 노움,기계박사 텔마플러그,죽음
1721,VO_GVG_116_Play_01,고블린 대 노움,기계박사 텔마플러그,이놈들 놈리건은 내꺼란 말이야
1722,VO_GVG_117_Attack_02,고블린 대 노움,가즈로,어우 그러면 안되지
1723,VO_GVG_117_Death_03,고블린 대 노움,가즈로,죽음
1724,VO_GVG_117_Play_01,고블린 대 노움,가즈로,서둘러 친구 난 바쁘단 말이야
1725,VO_GVG_118_Attack_02,고블린 대 노움,대지종결자 트로그조르,난 대지종결자다
1726,VO_GVG_118_Death_03,고블린 대 노움,대지종결자 트로그조르,죽음
1727,VO_GVG_118_Play_01,고블린 대 노움,대지종결자 트로그조르,트로그조르
1728,VO_GVG_119_Attack_02,고블린 대 노움,블링트론 3000,즐거운 시간 보내세요
1729,VO_GVG_119_Death_03,고블린 대 노움,블링트론 3000,죽음
1730,VO_GVG_119_Play_01_ALT,고블린 대 노움,블링트론 3000,선물이 필요하십니까
1731,VO_GVG_120_Attack_02,고블린 대 노움,헤멧 네싱워리,받아라 짐승아
1732,VO_GVG_120_Death_03,고블린 대 노움,헤멧 네싱워리,죽음
1733,VO_GVG_120_Play_01,고블린 대 노움,헤멧 네싱워리,사냥의 전율이 느껴지십니까
1734,VO_GVG_122_Attack_02,고블린 대 노움,작은 주문차단자,해볼까
1735,VO_GVG_122_Death_03,고블린 대 노움,작은 주문차단자,죽음
1736,VO_GVG_122_Play_01,고블린 대 노움,작은 주문차단자,내가 나서야겠군요
1737,VO_HERO_01_Attack_16,공통,가로쉬,록타르 오가
1738,VO_HERO_01_Concede_07,공통,가로쉬,난 죽음을 택하겠다
1739,VO_HERO_01_Death_17,공통,가로쉬,죽음
1740,VO_HERO_01_ERROR01_20,공통,가로쉬,무기가 필요하다
1741,VO_HERO_01_ERROR02_21,공통,가로쉬,마나가 부족하군
1742,VO_HERO_01_ERROR03_22,공통,가로쉬,그 하수인은 이미 공격했다
1743,VO_HERO_01_ERROR04_23,공통,가로쉬,난 이미 공격했다
1744,VO_HERO_01_ERROR05_24,공통,가로쉬,그 하수인은 다음 턴에 준비될거다
1745,VO_HERO_01_ERROR06_25,공통,가로쉬,카드가 너무 많아
1746,VO_HERO_01_ERROR07_26,공통,가로쉬,하수인이 너무 많아
1747,VO_HERO_01_ERROR08_27,공통,가로쉬,은신 중인 하수인은 선택할 수 없다
1748,VO_HERO_01_ERROR09_28,공통,가로쉬,그 카드는 낼 수 없다
1749,VO_HERO_01_ERROR10_29,공통,가로쉬,선택할 수 없는 대상이다
1750,VO_HERO_01_ERROR11_20,공통,가로쉬,도발 능력이 있는 하수인이 가로막고 있다
1751,VO_HERO_01_ERROR12_31,공통,가로쉬,그렇겐 못해
1752,VO_HERO_01_Greetings_01,공통,가로쉬,잘 만났군
1753,VO_HERO_01_HAPPY_HOLIDAYS_05,공통,가로쉬,겨울맞이 축제를 즐겨라
1754,VO_HERO_01_HAPPY_NEW_YEAR_LUNAR_16,공통,가로쉬,새해 복 많이 받아라
1755,VO_HERO_01_LowCards_18,공통,가로쉬,카드가 거의 없어
1756,VO_HERO_01_MIRROR_START_02,공통,가로쉬,그래 덤벼봐라
1757,VO_HERO_01_NoCards_19,공통,가로쉬,카드가 없다
1758,VO_HERO_01_Oops_03,공통,가로쉬,실수였군
1759,VO_HERO_01_Picked_08,공통,가로쉬,나보다 강한 자는 없다
1760,VO_HERO_01_Sorry_06,공통,가로쉬,이거 참 미안하군
1761,VO_HERO_01_Sorry_06_ALT,공통,가로쉬,이거 안타깝군
1762,VO_HERO_01_Start_09,공통,가로쉬,승리가 아니면 죽음을
1763,VO_HERO_01_Thanks_05,공통,가로쉬,고맙다
1764,VO_HERO_01_Thanks_05_ALT,공통,가로쉬,고맙다
1765,VO_HERO_01_Thinking1_12,공통,가로쉬,흠
1766,VO_HERO_01_Thinking2_13,공통,가로쉬,흠 글쎄
1767,VO_HERO_01_Thinking3_14,공통,가로쉬,이젠 뭘 할까
1768,VO_HERO_01_Threaten_04,공통,가로쉬,널 박살 내주마
1769,VO_HERO_01_Time_11,공통,가로쉬,선택해야한다
1770,VO_HERO_01_Weapon_10,공통,가로쉬,내 무기 맛좀 봐라
1771,VO_HERO_01_Well Played_02,공통,가로쉬,아주 잘했다
1772,VO_HERO_01_WOW_11,공통,가로쉬,놀랍군
1773,VO_Hero_02_Attack_16,공통,스랄,정령들이여 나를 인도하라
1774,VO_Hero_02_Concede_07,공통,스랄,이번엔 자네가 이겼군 친구
1775,VO_Hero_02_Death_17,공통,스랄,죽음
1776,VO_Hero_02_ERROR010_29,공통,스랄,선택할 수 없는 대상이네
1777,VO_Hero_02_ERROR01_20,공통,스랄,무기가 필요하네
1778,VO_Hero_02_ERROR02_21,공통,스랄,마나가 부족하네
1779,VO_Hero_02_ERROR03_22,공통,스랄,그 하수인은 이미 공격했네
1780,VO_Hero_02_ERROR04_23,공통,스랄,나는 이미 공격했네
1781,VO_Hero_02_ERROR05_24,공통,스랄,그 하수인은 다음 턴에 준비될걸세
1782,VO_Hero_02_ERROR06_25,공통,스랄,카드가 너무 많네
1783,VO_Hero_02_ERROR07_26,공통,스랄,하수인이 너무 많네
1784,VO_Hero_02_ERROR08_27,공통,스랄,은신 중인 하수인은 선택할 수 없네
1785,VO_Hero_02_ERROR09_28,공통,스랄,그 카드는 낼 수 없네
1786,VO_HERO_02_ERROR11_21,공통,스랄,도발 능력이 있는 하수인이 가로막고 있네
1787,VO_Hero_02_ERROR12_31,공통,스랄,그렇게는 할 수 없네
1788,VO_Hero_02_Greetings_01,공통,스랄,반갑네 친구
1789,VO_HERO_02_HAPPY_HOLIDAYS_06,공통,스랄,즐거운 겨울맞이축제 보내게나
1790,VO_HERO_02_HAPPY_NEW_YEAR_LUNAR_16,공통,스랄,새해 복 많이 받게 친구여
1791,VO_Hero_02_LowCards_18,공통,스랄,카드가 거의 없네
1792,VO_HERO_02_MIRROR_START_ALT_03,공통,스랄,서리늑대 부족을 위하여
1793,VO_Hero_02_NoCards_19,공통,스랄,카드가 없어
1794,VO_Hero_02_Oops_03,공통,스랄,실수였네
1795,VO_Hero_02_Oops_03_ALT,공통,스랄,실수였네
1796,VO_Hero_02_Picked_08,공통,스랄,폭풍과 땅과 불이여 내 부름에 답하라
1797,VO_Hero_02_Sorry_06,공통,스랄,안타깝군
1798,VO_Hero_02_Start_09,공통,스랄,둠해머를 위하여
1799,VO_Hero_02_Thanks_05,공통,스랄,곡맙네
1800,VO_Hero_02_Thinking1_12,공통,스랄,흠
1801,VO_Hero_02_Thinking2_13,공통,스랄,이건 어떨까
1802,VO_Hero_02_Thinking3_14,공통,스랄,어떻게 할까
1803,VO_Hero_02_Threaten_04,공통,스랄,정령들이 자넬 파괴할걸세
1804,VO_Hero_02_Time_11,공통,스랄,시간이 없네
1805,VO_Hero_02_Weapon_10,공통,스랄,정령들이 내 무기를 인도하네
1806,VO_Hero_02_Well Played_02,공통,스랄,잘했네
1807,VO_HERO_02_WOW_12_ALT,공통,스랄,정말 놀랍군
1808,VO_HERO_03_Attack_16,공통,발리라,한 번 가볼까
1809,VO_HERO_03_Concede_07,공통,발리라,포기하겠어
1810,VO_HERO_03_Death_17,공통,발리라,죽음
1811,VO_HERO_03_ERROR01_20,공통,발리라,무기가 필요한데
1812,VO_HERO_03_ERROR02_21,공통,발리라,마나가 부족해
1813,VO_HERO_03_ERROR03_22,공통,발리라,그 하수인은 이미 공격했어
1814,VO_HERO_03_ERROR04_23,공통,발리라,난 이미 공격했어
1815,VO_HERO_03_ERROR05_24,공통,발리라,그 하수인은 다음 턴에 준비될거야
1816,VO_HERO_03_ERROR06_25,공통,발리라,카드가 너무 많아
1817,VO_HERO_03_ERROR07_26,공통,발리라,하수인이 너무 많아
1818,VO_HERO_03_ERROR08_27,공통,발리라,은신 중인 하수인은 선택할 수 없어
1819,VO_HERO_03_ERROR09_28,공통,발리라,그 카드는 사용할 수 없는데
1820,VO_HERO_03_ERROR10_29,공통,발리라,선택할 수 있는 대상이 아니야
1821,VO_HERO_03_ERROR11_20,공통,발리라,도발 능력이 있는 하수인이 가로막고 있어
1822,VO_HERO_03_ERROR12_31,공통,발리라,그렇게는 못해
1823,VO_HERO_03_Greetings_01,공통,발리라,잘 부탁해
1824,VO_HERO_03_HAPPY_HOLIDAYS_05,공통,발리라,겨울맞이축제 재밌게 보내
1825,VO_HERO_03_HAPPY_NEW_YEAR_LUNAR_16,공통,발리라,새해에도 잘 부탁해
1826,VO_HERO_03_LowCards_18,공통,발리라,카드가 거의 없어
1827,VO_HERO_03_MIRROR_START_02,공통,발리라,남 걱정할 때가 아닐텐데
1828,VO_HERO_03_NoCards_19,공통,발리라,카드가 없어
1829,VO_HERO_03_Oops_03,공통,발리라,때로는 실수도 하는 법
1830,VO_HERO_03_Picked_08,공통,발리라,눈 깜짝할 새 없애주지
1831,VO_HERO_03_Sorry_06,공통,발리라,방금껀 미안하군
1832,VO_HERO_03_Start_09,공통,발리라,등 뒤를 조심해
1833,VO_HERO_03_Thanks_05,공통,발리라,고마워
1834,VO_HERO_03_Thinking1_12,공통,발리라,흠
1835,VO_HERO_03_Thinking2_13,공통,발리라,이건 어떨까
1836,VO_HERO_03_Thinking3_14,공통,발리라,선택지가 정말 많아
1837,VO_HERO_03_Threaten_04,공통,발리라,숨통을 끊어주지
1838,VO_HERO_03_Time_11,공통,발리라,빨리 선택해야 해
1839,VO_HERO_03_Weapon_10,공통,발리라,내 무기가 준비됐어
1840,VO_HERO_03_Well Played_02,공통,발리라,제법인데
1841,VO_HERO_03_WOW_11,공통,발리라,놀라워
1842,VO_HERO_04_Attack_16,공통,우서,정의를 위해
1843,VO_HERO_04_Concede_07,공통,우서,승리는 자네 것일세
1844,VO_HERO_04_Death_17,공통,우서,죽음
1845,VO_HERO_04_ERROR01_20,공통,우서,무기가 필요해
1846,VO_HERO_04_ERROR02_21,공통,우서,마나가 부족하군
1847,VO_HERO_04_ERROR03_22,공통,우서,그 하수인은 이미 공격했네
1848,VO_HERO_04_ERROR04_23,공통,우서,난 이미 공격했네
1849,VO_HERO_04_ERROR05_24,공통,우서,그 하수인은 다음 턴에 준비될거야
1850,VO_HERO_04_ERROR06_25,공통,우서,카드가 너무 많아
1851,VO_HERO_04_ERROR07_26,공통,우서,하수인이 너무 많아
1852,VO_HERO_04_ERROR08_27,공통,우서,은신 중인 하수인은 선택할 수 없네
1853,VO_HERO_04_ERROR09_28,공통,우서,그 카드는 낼 수 없다네
1854,VO_HERO_04_ERROR10_29,공통,우서,선택할 수 없는 대상이야
1855,VO_HERO_04_ERROR11_20,공통,우서,도발 능력이 있는 하수인이 가로막고 있다네
1856,VO_HERO_04_ERROR12_31,공통,우서,그렇겐 할 수 없네
1857,VO_HERO_04_Greetings_01,공통,우서,반갑네
1858,VO_HERO_04_HAPPY_HOLIDAYS_14,공통,우서,흥겨운 겨울맞이축제로군
1859,VO_HERO_04_HAPPY_NEW_YEAR_LUNAR_16,공통,우서,용사여 즐거운 새해가 되길
1860,VO_HERO_04_LowCards_18,공통,우서,카드가 거의 없어
1861,VO_HERO_04_MIRROR_START_01,공통,우서,빛의 힘을 보여주겠네
1862,VO_HERO_04_NoCards_19,공통,우서,카드가 없어
1863,VO_HERO_04_Oops_03,공통,우서,실수였네
1864,VO_HERO_04_Picked_08,공통,우서,부름에 응하겠다
1865,VO_HERO_04_Sorry_06,공통,우서,미안하네
1866,VO_HERO_04_Start_09,공통,우서,명예롭게 싸우리라
1867,VO_HERO_04_Thanks_05,공통,우서,고맙네
1868,VO_HERO_04_Thinking1_12,공통,우서,흠
1869,VO_HERO_04_Thinking2_13,공통,우서,이건 어떨까
1870,VO_HERO_04_Thinking3_14,공통,우서,생각좀 해야겠어
1871,VO_HERO_04_Threaten_04,공통,우서,정의의 심판을 내려야겠군
1872,VO_HERO_04_Time_11,공통,우서,어서 움직여야 해
1873,VO_HERO_04_Weapon_10,공통,우서,내 무기는 정의를 부르지
1874,VO_HERO_04_WellPlayed_02,공통,우서,훌륭하군
1875,VO_HERO_04_WOW_06,공통,우서,참으로 놀랍군
1876,VO_HERO_05_Attack_16,공통,렉사르,나는 혼자 사냥하지
1877,VO_HERO_05_Concede_07,공통,렉사르,잘 싸웠어 항복하겠네
1878,VO_HERO_05_Death_17,공통,렉사르,죽음
1879,VO_HERO_05_ERROR01_21,공통,렉사르,무기가 필요하네
1880,VO_HERO_05_ERROR02_22,공통,렉사르,마나가 부족해
1881,VO_HERO_05_ERROR03_23,공통,렉사르,그 하수인은 이미 공격했네
1882,VO_HERO_05_ERROR04_24,공통,렉사르,난 이미 공격했네
1883,VO_HERO_05_ERROR05_25,공통,렉사르,그 하수인은 다음 턴에 준비될거야
1884,VO_HERO_05_ERROR06_26,공통,렉사르,카드가 너무 많아
1885,VO_HERO_05_ERROR07_27,공통,렉사르,하수인이 너무 많아
1886,VO_HERO_05_ERROR08_28,공통,렉사르,은신 중인 하수인은 선택할 수 없네
1887,VO_HERO_05_ERROR09_29,공통,렉사르,그 카드는 낼 수 없어
1888,VO_HERO_05_ERROR10_30,공통,렉사르,선택할 수 없는 대상이야
1889,VO_HERO_05_ERROR11_20,공통,렉사르,도발 능력이 있는 하수인이 가로막고 있네
1890,VO_HERO_05_ERROR12_32,공통,렉사르,그럴 순 없네
1891,VO_HERO_05_Greetings_01,공통,렉사르,반갑네 여행자여
1892,VO_HERO_05_HAPPY_HOLIDAYS_14,공통,렉사르,겨울맞이축제를 함께 하세나
1893,VO_HERO_05_HAPPY_NEW_YEAR_LUNAR_16,공통,렉사르,여행자여 새해 복 많이 받게
1894,VO_HERO_05_LowCards_19,공통,렉사르,카드가 거의 없네
1895,VO_HERO_05_MIRROR_START_01,공통,렉사르,덤벼 보게나
1896,VO_HERO_05_NoCards_20,공통,렉사르,카드가 없어
1897,VO_HERO_05_Oops_03,공통,렉사르,그건 좀 실망인데
1898,VO_HERO_05_Picked_08,공통,렉사르,오직 야수만이 속임수에 넘어가지 않아
1899,VO_HERO_05_Sorry_06,공통,렉사르,내 사과하지
1900,VO_HERO_05_Start_09,공통,렉사르,사냥을 시작하지
1901,VO_HERO_05_Thanks_05,공통,렉사르,고맙네
1902,VO_HERO_05_Thinking1_12,공통,렉사르,흠
1903,VO_HERO_05_Thinking2_13,공통,렉사르,이러면 어떨까
1904,VO_HERO_05_Thinking3_14,공통,렉사르,흠
1905,VO_HERO_05_Threaten_04,공통,렉사르,네 놈을 추격해주마
1906,VO_HERO_05_Time_11,공통,렉사르,시간은 기다리지 않아
1907,VO_HERO_05_Weapon_10,공통,렉사르,내 활이 준비됐네
1908,VO_HERO_05_Well Played_02,공통,렉사르,좋은 수였네
1909,VO_HERO_05_WOW_06,공통,렉사르,내 눈을 믿을 수 없군
1910,VO_HERO_06_Attack_16,공통,말퓨리온,자연을 위하여
1911,VO_HERO_06_Concede_07,공통,말퓨리온,나의 패배를 인정한다
1912,VO_HERO_06_Death_17,공통,말퓨리온,죽음
1913,VO_HERO_06_ERROR01_20,공통,말퓨리온,무기가 필요하다
1914,VO_HERO_06_ERROR02_21,공통,말퓨리온,마나가 부족하다
1915,VO_HERO_06_ERROR03_22,공통,말퓨리온,그 하수인은 이미 공격했다
1916,VO_HERO_06_ERROR04_23,공통,말퓨리온,나는 이미 공격했다
1917,VO_HERO_06_ERROR05_24,공통,말퓨리온,그 하수인은 다음 턴에 준비될 것이다
1918,VO_HERO_06_ERROR06_25,공통,말퓨리온,카드가 너무 많다
1919,VO_HERO_06_ERROR07_26,공통,말퓨리온,하수인이 너무 많다
1920,VO_HERO_06_ERROR08_27,공통,말퓨리온,은신 중인 하수인은 선택할 수 없어
1921,VO_HERO_06_ERROR09_28,공통,말퓨리온,그 카드는 낼 수 없다
1922,VO_HERO_06_ERROR10_29,공통,말퓨리온,선택할 수 없는 대상이다
1923,VO_HERO_06_ERROR11_20,공통,말퓨리온,도발 능력이 있는 하수인이 가로막고 있네
1924,VO_HERO_06_ERROR12_31,공통,말퓨리온,그럴 순 없어
1925,VO_HERO_06_Greetings_01,공통,말퓨리온,반갑네
1926,VO_HERO_06_HAPPY_HOLIDAYS_14,공통,말퓨리온,겨울맞이축제를 즐기게나
1927,VO_HERO_06_HAPPY_NEW_YEAR_LUNAR_16,공통,말퓨리온,새해 복 많이 받게나
1928,VO_HERO_06_LowCards_18,공통,말퓨리온,카드가 거의 없다
1929,VO_HERO_06_MIRROR_START_01,공통,말퓨리온,자연은 반드시 보호해야 한다
1930,VO_HERO_06_NoCards_19,공통,말퓨리온,카드가 없다
1931,VO_HERO_06_Oops_03,공통,말퓨리온,실수할 수도 있지
1932,VO_HERO_06_Picked_08,공통,말퓨리온,나를 깨우다니 현명하군
1933,VO_HERO_06_Sorry_06,공통,말퓨리온,미안하군
1934,VO_HERO_06_Start_09,공통,말퓨리온,내가 대자연을 수호하겠다
1935,VO_HERO_06_Thanks_05,공통,말퓨리온,고맙네
1936,VO_HERO_06_Thinking1_12,공통,말퓨리온,흠
1937,VO_HERO_06_Thinking2_13,공통,말퓨리온,이러면 어떨까
1938,VO_HERO_06_Thinking3_14,공통,말퓨리온,과연 어떻게 할까
1939,VO_HERO_06_Threaten_04,공통,말퓨리온,자연이 그대를 거부하리라
1940,VO_HERO_06_Time_11,공통,말퓨리온,시간은 누구도 기다리지 않는다
1941,VO_HERO_06_TYRANDE_36,공통,말퓨리온,티란데 당신은 언제 봐도 아름답구려
1942,VO_HERO_06_Weapon_10,공통,말퓨리온,무기가 준비됐다
1943,VO_HERO_06_Well Played_02,공통,말퓨리온,잘했군
1944,VO_HERO_06_WOW_06,공통,말퓨리온,대단하군
1945,VO_HERO_07_Attack_16,공통,굴단,고통
1946,VO_HERO_07_Concede_07,공통,굴단,네 승리는 이번 뿐이다
1947,VO_HERO_07_Death_17,공통,굴단,죽음
1948,VO_HERO_07_ERROR01_20,공통,굴단,무기가 필요해
1949,VO_HERO_07_ERROR02_21,공통,굴단,마나가 부족하군
1950,VO_HERO_07_ERROR03_22,공통,굴단,그 하수인은 이미 공격했다
1951,VO_HERO_07_ERROR04_23,공통,굴단,나는 이미 공격했다
1952,VO_HERO_07_ERROR05_24,공통,굴단,그 하수인은 다음 턴에 준비될거야
1953,VO_HERO_07_ERROR06_25,공통,굴단,카드가 너무 많다
1954,VO_HERO_07_ERROR07_26,공통,굴단,하수인이 너무 많다
1955,VO_HERO_07_ERROR08_27,공통,굴단,은신한 하수인은 선택할 수 없어
1956,VO_HERO_07_ERROR09_28,공통,굴단,그 카드는 낼 수 없다
1957,VO_HERO_07_ERROR10_29,공통,굴단,선택할 수 없는 대상이다
1958,VO_HERO_07_ERROR11_20,공통,굴단,도발 능력이 있는 하수인이 가로막고 있다
1959,VO_HERO_07_ERROR12_31,공통,굴단,그건 할 수 없다
1960,VO_HERO_07_Greetings_01,공통,굴단,반갑다
1961,VO_HERO_07_HAPPY_HOLIDAYS_14,공통,굴단,즐거운 겨울맞이축제로군
1962,VO_HERO_07_HAPPY_NEW_YEAR_LUNAR_16,공통,굴단,새해 복 많이 받아라
1963,VO_HERO_07_LowCards_18,공통,굴단,카드가 거의 없다
1964,VO_HERO_07_MIRROR_START_01,공통,굴단,두려움에 떨어라 나약한 자여
1965,VO_HERO_07_NoCards_19,공통,굴단,카드가 다 떨어졌어
1966,VO_HERO_07_Oops_03,공통,굴단,이런 실수였다
1967,VO_HERO_07_Oops_03_ALT,공통,굴단,이런 실수였군
1968,VO_HERO_07_Picked_08,공통,굴단,어둠을 맞이하라
1969,VO_HERO_07_Sorry_06,공통,굴단,미안하군
1970,VO_HERO_07_Start_09,공통,굴단,네 영혼은 내 것이다
1971,VO_HERO_07_Thanks_05,공통,굴단,고맙다
1972,VO_HERO_07_Thinking1_12,공통,굴단,흠
1973,VO_HERO_07_Thinking2_13,공통,굴단,뭐가  좋을까
1974,VO_HERO_07_Thinking3_14,공통,굴단,할 수 있는게 너무 많군
1975,VO_HERO_07_Threaten_04,공통,굴단,네 영혼에 고통을 안겨주마
1976,VO_HERO_07_Time_11,공통,굴단,시간이 별로 없어
1977,VO_HERO_07_Weapon_10,공통,굴단,무기가 준비됐다
1978,VO_HERO_07_Well Played_02,공통,굴단,나쁘지 않군
1979,VO_HERO_07_WOW_06,공통,굴단,놀랍군
1980,VO_HERO_08_Attack_71,공통,제이나,준비됐어요
1981,VO_HERO_08_Concede_62,공통,제이나,이번엔 당신이 이겼어요
1982,VO_HERO_08_Death_72,공통,제이나,죽음
1983,VO_HERO_08_ERROR01_75,공통,제이나,무기가 필요해요
1984,VO_HERO_08_ERROR02_76,공통,제이나,마나가 부족해요
1985,VO_HERO_08_ERROR03_77,공통,제이나,그  하수인은 이미 공격했어요
1986,VO_HERO_08_ERROR04_78,공통,제이나,전 이미 공격했어요
1987,VO_HERO_08_ERROR05_79,공통,제이나,그 하수인은 다음 턴에 준비될거에요
1988,VO_HERO_08_ERROR06_80,공통,제이나,카드가 너무 많아요
1989,VO_HERO_08_ERROR07_81,공통,제이나,하수인이 너무 많아요
1990,VO_HERO_08_ERROR08_82,공통,제이나,은신한 하수인은 선택할 수 없어요
1991,VO_HERO_08_ERROR09_83,공통,제이나,그건 낼 수 없어요
1992,VO_HERO_08_ERROR10_84,공통,제이나,선택할 수 없는 대상이에요
1993,VO_HERO_08_ERROR11_20,공통,제이나,도발 능력이 있는 하수인이 가로막고 있어요
1994,VO_HERO_08_ERROR12_86,공통,제이나,그렇게는 못해요
1995,VO_HERO_08_Greetings_56,공통,제이나,반가워요
1996,VO_HERO_08_HAPPY_HOLIDAYS_14,공통,제이나,즐거운 겨울맞이축제로군요
1997,VO_HERO_08_HAPPY_NEW_YEAR_LUNAR_16,공통,제이나,즐거움 가득한 새해가 되길
1998,VO_HERO_08_LowCards_73,공통,제이나,카드가 거의 없어요
1999,VO_HERO_08_MIRROR_START_01,공통,제이나,과연 그럴 수 있겠어요
2000,VO_HERO_08_NoCards_74,공통,제이나,카드가 없어요
2001,VO_HERO_08_Oops_58,공통,제이나,이런 실수했네요
2002,VO_HERO_08_Picked_63,공통,제이나,제 마법은 지지 않아요
2003,VO_HERO_08_Sorry_61,공통,제이나,미안해요
2004,VO_HERO_08_Start_64,공통,제이나,후회하게 해드리죠
2005,VO_HERO_08_Thanks_60,공통,제이나,고마워요
2006,VO_HERO_08_Thinking1_67,공통,제이나,흠
2007,VO_HERO_08_Thinking2_68,공통,제이나,글쎄요
2008,VO_HERO_08_Thinking3_69,공통,제이나,어쩌죠 어떻게 한담
2009,VO_HERO_08_Threaten_59,공통,제이나,제 마법이 당신을 조각낼거에요
2010,VO_HERO_08_Time_66,공통,제이나,시간이 별로 없어요
2011,VO_HERO_08_Weapon_65,공통,제이나,제 무기가 준비됐어요
2012,VO_HERO_08_Well Played_57,공통,제이나,잘했어요
